Issue Number,Issue Title,Time to Close,Number of Assignees,Number of Comments,Number of Labels,Type of Issue
52586,"ValueError ----> 1 cnn.fit(X_train, y_train, epochs=2)",0,1,5,4,['Bug']
52579,Element-wise add and multiply operations are performed on CPU instead of GPU which bring about remarkable overhead,12,0,5,4,['Other']
52575,TF estimator train_and_evaluate: loss = None and model does not train,0,1,4,4,['Bug']
52574,No tf-nightly pip packages for MacOS available after 2021/09/22,16,2,9,4,['Other']
52573,Crash with camera2api due to unsupported ImageFormat.YUV_420_888,287,2,5,4,['Critical']
52572,I Have this issue in Apple M1 ship that I can not run a training on GPU,48,1,16,6,['Bug']
52571,Indexing into tf.shape(...) is broken when operating on KerasTensors (i.e. during Functional model building),15,1,4,5,['Bug']
52569,AttributeError: 'Tensor' object has no attribute 'values' in TensorFlow version: 2.7.0-dev20210922,1,1,7,3,['Bug']
52562,prevent gpu memory allocation for MonitoredTrainingSession,14,1,8,4,['Bug']
52561,2.7.0rc1 build error,16,1,10,5,['Bug']
52557,Issue created for Rollback of PR #52553: Update Readme - Test PR Notification Change,0,2,0,0,['Other']
52555,Issue created for Rollback of PR #52553: Update Readme - Test PR Notification Change,0,2,0,0,['Other']
52552,Significant difference in trained model between tf2.3 and tf>2.4 ,31,1,6,5,['Other']
52544,TensorFlow unit test failure python/kernel_tests:self_adjoint_eig_op_test,169,1,15,3,['Other']
52542, Steps to create tensorflow lite c++ dynamic library through cmake.,72,1,13,5,['Other']
52541,ModuleNotFoundError: No module named 'tensorflow.keras.model',14,1,5,5,['Bug']
52540,TensorRT ValueError Input 1 of node StatefulPartitionedCall was passed float from unknown:0 incompatible with expected resource,14,1,5,5,['Bug']
52538,AttributeError: module 'keras.engine.base_layer' has no attribute 'BaseRandomLayer',17,1,4,3,['Bug']
52537,Ref() does not return the same ref for the element.,17,1,11,4,['Bug']
52536,"Tensorflow serving in docker causes ""Invalid reduction dimension (1 for input with 1 dimension(s)...",5,1,11,4,['Bug']
52535,"Cannot update variable with shape [2] using a Tensor with shape [512,1], shapes must be equal. [Op:AssignAddVariableOp]",14,1,6,5,['Bug']
52534,TypeError: Protocols cannot be instantiated - when iterating over a dataset,15,1,6,5,['Bug']
52533,Failed to build python3 package,1,1,4,4,['Other']
52531,"tf.data.dataset function that only creates dataset of windows, containing tensors",12,1,1,3,['enhancement']
52530,Failed to initialize NVML: Driver/library version mismatch,11,1,5,5,['Other']
52529,How to decrease the learning rate every 10 epochs by a factor of 0.9?,3,1,9,3,['Other']
52528,Convolution with custom operation,6,1,3,4,['enhancement']
52527,whether there is a timeout value can be set for bazel building download action?,15,1,5,4,['Other']
52526,logistic error in tf.split function,48,1,9,5,['Bug']
52519,TensorArray support dtype of Custom defined  class object?,17,1,4,4,['Other']
52517,Error occurs during quantization usingTFLiteConvert.,2,1,3,4,['Bug']
52392, Compiling test case failure [TensorFlow Lite],244,2,5,5,['Other']
52391,Training Object Detection model on Cloud VM error with TPU RET_CHECK failure,33,1,4,6,['Bug']
52387,Multilingual Universal Sentence Encoder  Quantization-aware training error,16,1,4,6,['Bug']
52384,Tensorflow 2.5 and above causes crash on load on Ubuntu 20.04,21,1,10,5,['Critical']
52383,"Inputs to eager execution function cannot be Keras symbolic tensors, Custom loss function, Tensorflow 2.3.0, Gradient Tape",17,1,6,5,['Bug']
52382,AttributeError: 'tensorflow.python.framework.ops.EagerTensor' object has no attribute 'to_tensor',21,1,9,5,['Bug']
52381,How to enable multi thread computing for tf.data,19,1,8,4,['Other']
52380,Meshgrid does not work with tf.function,2,1,5,3,['Bug']
52379,ctc_loss_calculator.h:499] No valid path found,7,1,3,3,['Bug']
52378,GPU not found on Tensorflow 1.4.1,3,1,5,4,['Other']
52377,Build libtensorflow-lite.a failed on centos 7 platform,57,2,6,5,['Other']
52376,Run lite/tools/benchmark: setting use_hexagon to be true does not works.,20,1,7,5,['Other']
52375,meet error when i restore my model ,14,1,4,3,['Bug']
52373,TensorFlow Lite Build and Linker issues in 2.4 -> 2.8 versions,15,1,4,5,['Other']
52370,SavedModel Loading Issue - '_UserObject' object has no attribute 'add_slot',16,1,11,6,['Bug']
52368,keras.models.load_model resets the optimizer's state,0,1,5,4,['Bug']
52366,tf failed to allocate memory on GPU ,14,1,12,4,['Bug']
52365,'tf.Selu' op is neither a custom op nor a flex op,0,1,2,1,['Bug']
52364,Performance of a model loading the same weights changes depending on the version of tensorflow ,0,1,3,4,['Bug']
52363,Input name order breaks input alignment during training,22,1,5,5,['Bug']
52362,the usage of -tf-input-shapes,22,1,5,3,['Other']
52361,build_pip_package broken by removal of keras/api directory,0,1,4,5,['Other']
52360,Custom trainable function in tf.scan within keras model,22,1,5,4,['Other']
52356,Tensorflow on Apple M1,15,1,5,5,['Other']
52355,Use vector version of the logo in README file,8,1,4,2,['Bug']
52348,Documentation problem for gradient clipping parameter,69,1,18,2,"['Bug', 'Documentation']"
52346,Restore from checkpoint loads optimizer incorrectly,106,2,18,4,['Bug']
52345,ImportError: libcudnn.so.7: cannot open shared object file: No such file or directory. I am using servers,13,1,5,5,['Bug']
52344,Migration script inserts loss_reduction argument,348,3,8,3,['Bug']
52336,Unspecified data type in image_dataset_from_directory,14,1,3,5,['Bug']
52335,tensoflow.keras.preprocessing.image_dataset_from_directory doesn't recognize there are files in a directory when labels are supplied as a list/tupple,1,1,2,4,['Bug']
52331,How to use to use TFLite model in Flask ?,16,1,7,4,['Other']
52330,Problems to convert a TF model with mutable variables even if I use converter.experimental_enable_resource_variables = True,374,2,7,6,['Bug']
52329,Invalid argument error,7,1,12,4,['Bug']
52325,keras.layers.IntegerLookup fails to deserialize vocubulary,21,1,6,4,['Bug']
52324,Add support for python 3.10 please.,9,1,8,3,['enhancement']
52322,tensorflow_addons.losses.metric_learning.pairwise_distance. Cannot convert a symbolic Tensor (2nd_target:0) to a numpy array,10,1,4,3,['Bug']
52321,Tutorial link is missing,22,1,3,4,['Bug']
52320,CropAndResizeGradImage yields different results for each run,10,1,4,4,['Bug']
52319,Build the proto files using protoc seperately,14,1,4,6,['Other']
52318,tf.lite.Interpreter set_tensor failing to properly recognize uint8 input tensors,1,1,7,4,['Bug']
52314,The loss is negative number and the accuracy is always 0 per epoch,16,1,4,3,['Other']
52312,TypeError: Parameter to MergeFrom() must be instance of same class: expected tensorflow.TensorShapeProto got tensorflow.TensorShapeProto.,16,1,6,5,['Bug']
52311,"""zoom_range"" argument of ""ImageDataGenerator"" class show distortions around edges",23,1,5,5,['Other']
52309,wrong cupti dll name,38,1,10,5,['Bug']
52308,shared_embedding can't be used with tf.keras.layers.DenseFeatures,16,1,3,3,['enhancement']
52307,map_on_gpu,16,1,3,3,['enhancement']
52303,Argmin failures for N-D tensors,16,1,5,4,['Bug']
52301,NotAbleToGenerate : Inference time and model size ,17,1,3,4,['Other']
52300,Segmentation fault when running inference using the TensorFlow Lite C++ API,62,1,8,6,['Bug']
52297,TypeError: unhashable type: 'DictWrapper'   【self.model.add_metric】,16,1,4,3,['Bug']
52296,loss function bombs,19,1,6,4,['Bug']
52294,Using the same seed kwarg returns different values between GlorotUniform and GlorotUniformV2,0,1,4,4,['Bug']
52293,Cannot create interpreter:  Op builtin_code out of range: 142. Are you using old TFLite binary with newer model?,11,2,6,2,['Other']
52290,"Issue with conversion of dilated Convolutions  #29509 reappears in versions 2.5.0, 2.5.1 and 2.6.0",33,1,6,6,['Bug']
52289,Latest TensorFlow fails to install due to yesterday's Keras requirement change ,1,1,7,4,['Other']
52288,save_model() still fails with custom layer and SavedModel format,6,1,7,4,['Bug']
52286,Not able to merge results,14,1,3,3,['Other']
52285,Duplicate PID in multiple GPU,14,1,4,4,['Other']
52284,Segmentation fault (core dumped) while getting the node attributes from the TF Graphdef in C++,19,1,6,5,['Bug']
52283,Build r2.2.0 fails when build ppc64le machine,14,1,5,5,['Other']
52282,SyntaxError: invalid syntax && ImportError: cannot import name pywrap_tensorflow,1,1,8,2,['Bug']
52281,RuntimeError: Encountered unresolved custom op: ReorderAxes. See instructions: https://www.tensorflow.org/lite/guide/ops_customNode number 284 (ReorderAxes) failed to prepare.,187,1,10,3,['Bug']
52280,"Add Metadata Text Fields Before Model Trained, Enabling Clear Line of IP Ownership.",18,1,3,3,['enhancement']
52279,support TensorRT 8.2,15,1,3,3,['enhancement']
52278,W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'nvcuda.dll'; dlerror: nvcuda.dll not found 2021-10-06 23:46:08.198654: W tensorflow/stream_executor/cuda/cuda_driver.cc:269] failed call to cuInit: UNKNOWN ERROR (303),19,1,4,3,['Bug']
52277,`tf.random.shuffle` is deterministic when XLA is used,356,3,17,5,['Bug']
52275,RuntimeError: Encountered unresolved custom op: BoostedTreesEnsembleResourceHandleOp. Node number 0 (BoostedTreesEnsembleResourceHandleOp) failed to prepare.,15,1,5,5,"['Bug', 'enhancement']"
52272,Build r2.6 fails when build ppc64le machine,343,1,9,5,['Other']
52263,Pruned TFLite model has invalid model identifier after post training quantisation,13,1,5,3,['Bug']
52262,ERROR: Using member tf.contrib.layers,20,1,6,5,['Bug']
52260,No gradient is provided to any variable. This occurs only when I want to use lambda layer for keras.argmax function and keep a model non trainable,35,1,13,5,['Bug']
52258,Building tflite with xnnpack on windows 10 ,288,2,9,6,['Bug']
52255,Model Maker Object Detection Tutorial Bug,70,1,16,3,['Bug']
52254,issue with tf.saved_model.save,0,1,3,1,['Bug']
52253,Incorrect Links under API Reference ,14,2,18,3,['Bug']
52252,"tf.data.service worker occasionally fails ""to send worker update"" and will be unrecoverable",42,1,11,5,['Other']
52250,Compiling TF 2.6 in debug mode on Windows env. (hude pdb file),22,1,7,5,['Bug']
52249,Error compilation NVCC for TF 2.5 from source using Clang-11 for Debian 11,9,0,16,4,['Bug']
52245,model.fit() showing value error. I don't know where i am doing wrong.,13,1,5,3,['Bug']
52240,Op type not registered 'NormalizeUTF8' in binary running when reload model #51080,17,1,8,5,['Bug']
52239,Shaky sidebar on the docs,28,1,12,3,['Other']
52237,"kerasTensor not behaving as expected, functional api incorrectly skipped",14,1,4,5,['Bug']
52236,mixed_precision returns gradient zeros when the model input size is large,9,1,7,4,['Bug']
52234,Normalization layer masking,1,1,2,4,['enhancement']
52232,TF2 suggests adding report_tensor_allocations_upon_oom to RunOptions while the option is not available,19,1,4,5,['Bug']
52231,Addition of Resnet18 Model in Application,9,1,6,3,['enhancement']
52230,Cant dynamically change the weights of a multi-output model loss functions during training,15,1,3,5,['enhancement']
52225,This build was never aapproved..,16,1,5,3,['Other']
52222,Blas xGEMV launch failed error when running on GPU. ,191,1,15,5,['Bug']
52221,TensorFlow Object Detection : Error while executing python model_main_tf2.py,16,1,4,5,['Bug']
52219,Could not run the task evaluation!-tensorflow/lite/tools/evaluation/tasks/imagenet_image_classification/,1,1,4,4,['Other']
52218,Converted tf.gfile.GFile to tf.io.gfile.GFile ,6,1,6,4,['Bug']
52216,"Mac m1 tf2.5.0: No layer for IntegerLookup, Normalization, StringLookup",2,1,4,3,['Bug']
52215,Creating dataset from large numpy arrays via from_tensor_slices crashes without any error message or warning,1,1,3,1,"['Bug', 'Critical']"
52214,A Problem that Only One Inference Can Be Made when I Loaded the Saved Model on Tensorflow-gpu 2.5.0 and latest.,19,1,5,5,['Other']
52210,Monitor TPU-VM utilization,25,2,19,4,['Bug']
52208,"NVlink for tensorflow2.5, linux, 3090 GPU",17,1,4,5,['Other']
52207,"When using .fit() to train a binary classification model, the metrics (i.e. loss, accuracy) shown in the history log of .fit() for training set is different from the result from .evaluate()",20,1,6,5,['Other']
52206,RuntimeError: hashtable need to be initialized before usingNode number 74 (HASHTABLE_FIND) failed to invoke.,17,1,6,5,['Bug']
52203,macOS debug build issue,418,1,8,5,['Bug']
52199,ipykernel_launcher.py: error: unrecognized arguments,0,1,1,1,['Bug']
52198,Tensorflow models predictions not working on multithreading ,27,1,3,3,['Other']
52197,tf.distribute.MultiWorkerStrategy - Don't mirror models on workers.,341,1,10,4,['enhancement']
52196,TensorRT conversion via docker image 2.6.0-gpu - getInferLibVersion symbol not found,22,1,9,5,['Bug']
52194,Object Detection Android App Crash,271,2,28,4,"['Critical', 'Bug']"
52193,API to explicitly label python input arguments in ``tf.function``,341,1,10,5,['enhancement']
52192,TF not using GPU for models,35,1,7,3,['Other']
52190,tf.constant's dtype causes exception after model load in tf.math.pow and other math_ops,15,1,5,5,['Bug']
52184,AttributeError: 'Conv2D' object has no attribute 'shape' and ValueError: You are trying to load a weight file containing 1 layers into a model with 19 layers.,47,1,19,5,['Bug']
52183,Object Detection Android App Crash ,1,1,7,1,['Critical']
52182,Didn't find op for builtin opcode 'QUANTIZE' version '2',26,1,4,6,['Bug']
52180,Tensorflow GPU 2.4 from source - fatal error in compilation,28,1,11,5,['Bug']
52179,FloorMod on gpu,9,1,5,2,['enhancement']
52178,Different prediction on GPU between `tf.keras.models.load_model(..)` and `tf.saved_model.load(..)`,12,1,8,4,['Bug']
52176,"Running with multiple GPUs, the model has been successfully loaded into the GPUs, but the program is stuck and there is no error message",19,1,5,5,['Bug']
52175,Gradients are zero ,14,1,3,3,['Other']
52174,Different results between model.fit() and model.predict(),0,1,1,3,['Other']
52170,Document description error,6,1,0,0,['Other']
52168,Tensorflow lite conversion error when converting the bidirectional LSTM,0,1,1,3,['Bug']
52166,Model evaluate accuracy drops following Save + Load,1,1,4,2,['Bug']
52165,BoostedTreesClassifier Not Progressing Past Step 0,14,1,4,5,['Bug']
52164,unit test failure kernels:sparse_matmul_op_test on AARCH64,14,1,5,4,['Bug']
52163,bazel build tensorflow:tensorflow_cc is not working,0,1,3,4,['Other']
52161,Unable to use ImageDataGenerator on M1 mac ,29,1,6,5,['Other']
52160,Make libTensorFlow C++ library work for the latest M1 Mac,211,2,51,5,['Other']
52159,"Why does tensorflow only use one GPU, but it takes up two GPUs? ",0,1,6,2,['Other']
52158,"TensorFlow Lite C library built with CMake, ERROR: Select TensorFlow op(s), included in the given model, is(are) not supported by this interpreter. Make sure you apply/link the Flex delegate before inference.",49,3,9,5,['Bug']
52156,Keras model saved with user-defined signature works with TensorFlow Serving but not Python,0,1,5,4,['Bug']
52155,Building failure of libtensorflowlite_gpu_delegate.so,14,1,9,4,['Other']
52154,Tensorflow fails to build on Fedora ppc64le,14,1,4,5,['Other']
52153,Linking of rule '@com_github_grpc_grpc//src/compiler:grpc_cpp_plugin' failed,27,1,9,6,['Other']
52152,TensorFlow unit test failure kernels:requantize_op_test on AARCH64,101,2,4,4,['Bug']
52149,TPU not connecting in virtualenv in Cloud TPU-VM,21,1,8,3,['Bug']
52148,tf.matmul returns wrong results if called within tf.vectorized_map,353,1,6,5,['Bug']
52147,tensorFlow.compat.v1 no module named compat,14,1,4,4,['Other']
52144,returning NUMA node zero?,15,1,4,3,['Other']
52143,Errors,17,1,23,2,['Bug']
52142,Cannot convert concrete functions with no input arguments,198,2,14,4,['Bug']
52141,Is it even possible to build tensorflow on Windows? ,1,1,6,4,['Other']
52139,When does tensorflow 2.x support crf？,16,1,5,3,['enhancement']
52138,(Apple Silicon aka M1) import tensorflow killed python in terminal,6,1,5,3,['Other']
52135,Restart kernel (Ipython Konsole in Spyder 5.1.5) with os._exit(0) does not work when using tensorflow.distribute.MirroredStrategy,37,1,8,4,['Bug']
52134,Function call stack: train_function ,0,1,4,1,['Other']
52133,ValueError: unknown url type: '/content/Mango',0,1,0,2,['Bug']
52132,TF 2.6 OOM Error not happening in TF 2.3,40,1,9,6,['Bug']
52131,build failed with bazel 4.2.1 ( windows 10 ),37,1,20,4,['Other']
52130,Tensorflow build debug failed,39,1,5,6,['Bug']
52129,Tensorflow site language switching,6,1,8,2,['Other']
52128,Differences between tf.saved_model.save and model.save,32,1,5,3,['Other']
52125,'pip install tensorflow' does not work on FreeBSD,481,1,24,3,['Other']
52124,Mysterious bunch of meta_optimizer.cc:801 errors,16,1,3,4,['Bug']
52123,GPU Out of Memory for different training-data sizes but same training/model configurations (tested on two installations of python),38,1,5,3,['Other']
52122,TFLite dynamic size does not work for GRUs,5,1,5,4,['Bug']
52121,"Saving customized RNN model, got error of ""Tensorflow.python.framework.errors_impl.OperatorNotAllowedInGraphError""",466,2,9,5,['Bug']
52118,Different inference result when use models exported by the same ckpt.,14,1,4,4,['Other']
52117,the link 404,20,1,4,2,['Other']
52115,Inconsistent broadcast behavior when using model.fit vs custom training loop,42,1,4,4,['Bug']
52114," Tensors in list passed to 'values' of 'ConcatV2' Op have types [float32, float32, float32, <NOT CONVERTIBLE TO TENSOR>] that don't all match.",32,1,8,5,['Bug']
52113,libtensorflowlite with Select Ops linking failure,33,1,7,6,['Other']
52112,tensorflow 2.6 does not detect ptxas.exe,18,1,13,5,['Bug']
52109,A bug for tf.keras.layers.TextVectorization when built from saved configs and weights,5,1,4,2,['Bug']
52107,"ValueError: Layer conv2d_18 expects 1 inputs, but it received 2 input tensors. ",7,1,4,4,['Bug']
52106,Pricing details for Tensorflow ,12,1,9,1,['enhancement']
52105,Very slow inference on TF Lite>=2.4.0 converted model,377,1,7,5,['Other']
52103,libtensorflowlite.so building problem tf2.3,235,2,7,6,['Other']
52101,Error compilation NVCC for   TF 2.5 from source using Clang-12 ,8,1,4,4,['Bug']
52098,Build libtensorflow_cc.dll x86 error on Window,23,1,8,5,['Bug']
52096,training with model_main_tf2.py to mobilenetv2 quantized_300x300 cause error,14,1,3,4,['Bug']
52094,Couldn't import 'tensorflow.tools.graph_transforms' in tensorflow 2.5.0,14,1,4,5,['Bug']
52092,Undeclared identifier when building from source v2.3.2,45,2,12,5,['Other']
52091,Cannot load saved tf model (AttributeError: '_UserObject' object has no attribute 'add_slot'),14,1,8,6,['Bug']
52090,"Unable to run the exe that has wheel generated by Rosetta terminal on MacOs Mojave, error: Symbol not found: ___darwin_check_fd_set_overflow",7,1,8,4,['Bug']
52089,tensor flow resource exhausted error on Kaggle notebooks,6,1,3,4,['Bug']
52088,How to reduce libtensorflowlite.so size with C++ api,45,2,6,5,['Other']
52087,Potential dangling-pointer bug in function `GetPyArrayDescrForTensor` by holding a reference in a list after all its references released (a static analyzer report),305,2,6,4,['Bug']
52083,Bug,0,1,1,1,['Bug']
52077,[PluggableDevice] C-API Symbols not exposed,197,2,5,6,['Other']
52073,Can't install tensorflow 1.8 on windows 10,2,1,5,2,['Other']
52072,Oks,14,1,5,3,['Bug']
52071,Tensor flow,14,1,7,3,['Bug']
52070,AttributeError: module 'tensorflow_datasets' has no attribute 'deprecated',14,1,4,4,['Bug']
52069,bazel test //tensorflow/tools/docs:tf_doctest fails on aarch64,50,0,9,4,['Bug']
52068,Loss output gives Nan in Linux but gives normal values in Windows ,31,1,10,4,['Bug']
52067,Memory Consumption | Boosting model,21,1,0,2,['Other']
52066,SyntaxError: positional argument follows keyword argument,1,1,2,2,['Bug']
52065,Issue with weight clustering API -Error : Tried to expand dim index 4 for tensor with 3 dimensions. [Op:ExpandDims],15,1,3,3,['Bug']
52063,tf.math.unsorted_segment_sum silently output wrong result on GPU,135,1,9,6,['Bug']
52062,NotFoundError: NewRandomAccessFile failed to Create/Open: images/labelmap.pbtxt : The system cannot find the file specified; No such file or directory,14,1,4,5,['Bug']
52061,GPU delegate problems in tensorflow-lite in android studio,14,1,4,3,['Bug']
52060,"ValueError: Shapes (None, 8) and (None, 7) are incompatible",0,1,4,4,['Bug']
52059,keras load_model not working,1,1,1,3,['Other']
52058,Issue with tensorflow lite interpreter ,18,1,13,5,['Bug']
52057,"ValueError: ('Input has undefined rank:', TensorShape(None))",2,1,3,2,['Bug']
52055,Autograph could not transform ... will run it as is,46,1,16,6,['Bug']
52054,TF probability cannot broadcast last batch dimension if event_shape is not a scalar,18,1,7,5,['Bug']
52051,Nested list of feature not accepted by tf.from_tensor_slices,0,1,1,2,['enhancement']
52046,"Downloading ""Imdb_reviews"" from Tensorflow_datasets: UnicodeDecodeError: 'utf-8' codec can't decode byte 0xd5 in position 30 invalid continuation byte",3,1,4,4,['Bug']
52043,"Jupyter notebook can't launch the program correctly, but  anaconda prompt can.",3,1,3,4,['Other']
52042,TensorFlowLiteC and TensorFlowLiteSelectOps iOS Pods :: Duplicate symbols,142,2,14,3,['Other']
52041,onnx->tensorflow->tflite,6,1,7,4,['Other']
52044,Issue with tflite interpreter,14,1,4,4,['Bug']
52038,Tensor board wont load log files ,14,1,4,4,['Bug']
52037,tf.audio.decode_wav mmap like scipy.io.wavfile.read,14,1,6,5,['enhancement']
52036,Trying to follow simple Tutorial For LOADING TEXT but tensorflow_text won't import ,29,1,12,5,['Other']
52035,bug while summing ragged  tensors,14,1,4,5,['Bug']
52032,Failed copying input tensor from CPU to GPU,5,1,3,2,['Other']
52031,Code completion of Keras Moudle no longer work since 2.6 (removed keras),17,1,4,3,['Bug']
52028,Reshape conversion produces invalid output shape (if one dim is -1),145,2,4,4,['Bug']
52026,cannot import name 'Adadelta' from 'keras.optimizers (Keras-Bidaf),4,1,9,4,['Other']
52025,"WARNING:tensorflow:AutoGraph could not transform <function canonicalize signatures.<locals>.signature wrapper at 0x7f0a44465cb0> and will run it as-is. Please report this to the TensorFlow team. When filing the bug, set the verbosity to 10 (on Linux, `export AUTOGRAPH_VERBOSITY=10`) and attach the full output. Cause: No module named 'tensorflow_core.estimator'",14,1,4,3,['Bug']
52024,Nested tensor as a feature incompatible with tf.data.Dataset.from_tensor_slices,1,1,1,1,['enhancement']
52023,Error in lowering tf.ResizeBilinear and tf.ResizeNearestNeighbor using tf-mlir-translate and tf-opt ,6,1,5,3,['Bug']
52022,Protobuf version conflict between tensorflow and grpc,33,1,3,4,['Other']
52020,ValueError: Could not find matching function to call loaded from the SavedModel. ,15,1,4,4,['Bug']
52018,libtensorflowlite target compilation failed,0,1,3,4,['Other']
52013,Cannot load saved tf model,0,1,12,4,['Bug']
52011,C++ compilation of rule '//tensorflow/core:framework_internal_impl' failed,8,1,7,4,['Other']
52010,tf.keras   TypeError: unsupported operand type(s) for +: 'NoneType' and 'float,14,1,3,3,['Bug']
52005,Instance Segmentation for TFLite,14,1,3,4,['Other']
52003,shared_embedding_columns ,0,1,1,1,['Bug']
52001,Computing Jacobian and Gradient with GradientTape is extremely slow,16,1,7,5,['Other']
51999,tensorflow-macos fails to install due to wheel build failure,14,1,5,5,['Other']
51997,Wrong output result  to the IDE consoles  from Tensor Stream 2.3.4 and 2.6.0.  and wrong result in IDEs,6,1,8,3,['Other']
51995,Profile TensorFlow Performance: Multiple occurences of single Conv2D op,2,1,2,3,['Other']
51994,when convert keras model to tflite .. gives me this !!,0,1,1,1,['Other']
51992,AttributeError: module 'tensorflow.compat.v2.__internal__.tracking' has no attribute 'DelegatingTrackableMixin',14,1,6,4,['Bug']
51991,Add memory optimization flag in tf.config.optimizer.set_experimental_options,31,1,6,6,['enhancement']
51990,IndexError: tuple index out of range,2,1,1,3,['Bug']
51989,progress bar display error when calling model.evaluate method after a load_model or clone_model,22,1,10,5,['Bug']
51987,Wrong wording of missing CPU instructions,29,1,8,4,['Bug']
51986,Cannot install tensorflow-macos,6,1,6,4,['Other']
51983,"How to reduce time of Host-side TensorFlow operations(_Send, _HostSend) in GPU reference",17,1,5,4,['Other']
51981,OSError: SavedModel file does not exist but I never explicitly saved a model,14,1,3,2,['Bug']
51979,How can I use tf.config.experimental.VirtualDeviceConfiguration and keras.model.fit together,21,1,6,6,['Bug']
51978,"""Unimplemented:  Deterministic GPU implementation of unsorted segment reduction op not available"" with AUC metric and TF_DETERMINISTIC_OPS",3,1,17,3,['Bug']
51977,ValueError: The first argument to `Layer.call` must always be passed.,14,1,4,3,['Bug']
51974,How to extract the weight and bias from GRU and feed to a GRUcell layers?,0,1,1,3,['Other']
51967,tf.nn.sigmoid_cross_entropy_with_logits should support broadcasting,240,1,7,5,['Bug']
51963,How to use tensorflow.experimental.numpy in tensorflow?,23,1,11,5,['Other']
51954,GPU Delegate Issue !,4,1,5,3,['Bug']
51950,"ValueError: Protocol message object_detection.protos.StringIntLabelMapItem has no non-repeated field ""frequency""",65,1,16,5,['Bug']
51948,NotImplementedError: quantile is not implemented: StudentT,2,1,2,3,['Bug']
51944,Init node head/predictions/class_string_lookup/table_init/LookupTableImportV2 doesn't exist in graph,2,1,5,3,['Bug']
51936,tf.keras.layers.MaxPooling3D crashes,25,1,7,3,"['Bug', 'Critical']"
51935,"""Could not append to the internal temporary file"" When preparing TFDS imagenet dataset on TPU-VM",39,1,9,5,['Bug']
51934,how i build this custom layer in keras without error?,3,1,2,4,['Bug']
51933,How to edit Tensorflow SavedModel,16,1,4,3,['Other']
51931,Why is there no get in tensorflow version 2.3_ output_ Shape this function？,14,1,3,2,['Other']
51929,Semantic segmentation node in ros node opening with model ,14,1,3,3,['Other']
51928,C++ compile tensorflow r2.5,14,1,3,2,['Other']
51927,Why can't you perform additional operations on the loss function under tf.gradienttape?,17,1,6,5,['Bug']
51926,ImportError: DLL load failed while importing _pywrap_tensorflow_internal: A dynamic link library (DLL) initialization routine failed.,2,1,4,3,['Bug']
51925,build pip package failed when setting --config=c++17_gcc,452,1,9,5,['Other']
51922,Sub-classed constraint doesn't appear to be called,0,1,3,4,['Bug']
51921,How can I the outputs of tf_logging  on a TestCase,17,1,5,5,['Other']
51915,ModuleNotFoundError: No module named 'tensorflow.python.eager',14,1,4,5,['Bug']
51911,TensorFlow throws an exception when loading a model that was normalized like this.,2,1,7,4,['Bug']
51909,crash in (loading?) libtensorflow_framework.so.2,14,1,4,4,['Critical']
51908,tf.pad crashes with large paddings,1,1,4,4,"['Critical', 'Bug']"
51907,Failed to load the native TensorFlow runtime,14,1,6,5,['Bug']
51906,Cannot find tensorflow 2.2.0rc4 as available option with pip install,18,1,5,5,['Other']
51904,Convert Tensorflow functions to Tensorflow Lite functions,5,1,5,4,['Other']
51902,val_sample_weight not used in calculation of custom validation metrics,6,1,6,3,['Bug']
51901,TF 2.5 Asks for nightly build,41,1,9,5,['Other']
51900,Multi gpus can not run parallel when using run_eagerly=True in model.fit() in MultiWorkerMirroredStrategy,36,1,11,5,['Bug']
51899,BatchNormalization,14,1,4,4,['Other']
51898,the @tf.function annotation weird performance,25,1,9,5,['Bug']
51897,official guide on developer.apple.com/metal/tensorflow-plugin fails to build grpcio,4,1,5,3,['Other']
51892,how to barrier when run distribution trainning by estimator api,14,1,6,5,['Bug']
51889,CUBLAS_STATUS_INVALID_VALUE when using `tf.matmal` to calculate large size of tensors,15,1,6,5,['Bug']
51886,GET returned 404 Not Found,0,1,7,4,['Other']
51881,tensorflow/compiler/mlir/tensorflow:gen_gen_mlir_passthrough_op_py_py_wrappers_cc' failed ,7,1,7,3,['Other']
51880,IOS tflite model doesn't have ResetVariableTensors() attribute,5,1,4,4,['enhancement']
51879,Bug: Loading the  older versions of tfs and keras,6,2,17,3,['Bug']
51878,"For the model trained on tensorflow 1. X, how to quickly infer on tensorflow 2. X",15,1,5,4,['Other']
51877,tensorflow/python/kernel_tests/metrics_test.py fail in assertAlmostEqual comparison; E TypeError: type numpy.ndarray doesn't define _round_ method,360,1,14,5,['Bug']
51876,M1 Mac TensorFlow metal,26,1,11,5,['Other']
51872,Hexagon delegate,21,1,4,4,['Other']
51863,"Bus error when TFLite library compiled as ""opt""",299,3,11,4,['Bug']
51862,Custom metrics doc doesn't mention `assign` method,36,1,6,4,['Bug']
51860,Wrong training count in eager execution mode!,22,1,7,5,['Bug']
51858,[tflite conversion] Output order changes with multiple outputs,0,1,11,3,['Other']
51856,Error when reading .wav files using TPU,15,1,4,3,['Bug']
51850,"tf-nightly dev version installed with mismatch keras-nightly version, which cause importing error.",0,1,2,1,['Bug']
51849,Cannot create interpreter error occurred when test 'On-Device Training in TensorFlow Lite',0,1,3,1,['Bug']
