Issue Number,Issue Title,Time to Close,Number of Assignees,Number of Comments,Number of Labels,Type of Issue
82202,NotImplementedError: Could not run 'aten::aminmax.out' with arguments from the 'QuantizedCPU' backend,2,0,1,1,['Bug']
82201,[FSDP] FSDP wrapped UNet model running backward crashes,0,0,2,0,['Other']
82194,sanitize_test_filename doesn't work on Windows,0,0,1,0,['Other']
82174,"Error ""Failed to fetch https://github.com/rust-lang/crates.io-index"" on Docker rebuild",0,1,0,2,['Bug']
82168,DISABLED test_binary_op_scalarlist_fastpath__foreach_add_cuda_float16 (__main__.TestForeachCUDA),146,0,4,4,['Other']
82160,Pytorch-elastic doesn't generate run_id for jobs when --rdzv_id is not specified,10,0,4,2,['Other']
82150,Select coo tensor with zero NNZ does not preserve dtype (for integer types?),1,1,7,4,['Other']
82092,Add pivoted QR from MAGMA (PR wanted?),0,0,1,0,['Other']
82079,[FSDP] FSDP wrapped UNet model running forward crashes,1,1,3,1,['Critical']
82074,View metadata doesn't propagate when TorchDispatchMode is active,0,0,1,1,['Other']
82071,`torch.nn.functional.gumbel_softmax` returns different results on cpu and on cuda with the same input,9,0,3,5,['Critical']
82060,Wrong output of single-channel channels_last convolution with channels_first input,4,0,4,7,['Critical']
82059,frombuffer() returns oversized tensors when multiprocessing,23,0,1,2,['Other']
82055,Errors in https://github.com/pytorch/pytorch/wiki/torch_quantization_design_proposal,0,0,1,0,['Other']
82050,Need synchronize when change stream,95,0,0,2,['Other']
82044,Record fake tensor on FX IR while we're tracing make_fx,65,0,2,3,['Other']
82034,NotImplementedError: The operator 'aten::index.Tensor_out' is not current implemented for the MPS device.,30,0,4,2,['Bug']
82031,[ONNX] RReLU converted to onnx is not determenistic,13,1,8,5,['Other']
82023,DISABLED test_named_params_with_sharded_tensor (__main__.TestShardedOptimizer),145,0,4,2,['Other']
82018,"Pytorch followups issue ""`ci: sev`""",1,0,0,0,['Other']
82017,Debugger for PyTorch,1,0,0,0,['Other']
82016,DISABLED test_compilation_for_dynamic_shape (__main__.TestCompileCache),0,0,1,1,['Other']
82014,DISABLED test_extremal_numerics_binary_cross_entropy_cpu (__main__.TestOperatorsCPU),0,0,1,1,['Other']
82001,Issue with FSDP memory reduction scaling up GPUs,55,3,1,2,['Other']
81968,Debugger for PyTorch,0,0,1,0,['Other']
81950,Complex Valued Loss Function: CrossEntropyLoss(),0,0,8,4,['enhancement']
81940,a CUDNN issue for conv2d compilation leading to performance degradation,136,0,9,2,['Other']
81939,[ONNX] Handle half_to_float in aten::_log_softmax in ONNX exporter,3,0,1,3,['Other']
81934,Reduce the boilerplate in SymInt.h,12,0,0,1,['Other']
81926,A bug of torch.arange for long sequence with fp16 data type,0,0,3,0,['Other']
81920,DISABLED test_tags__refs_constant_pad_nd_cpu_float32 (__main__.TestTagsCPU),144,0,2,2,['Other']
81913,Hardlink to macos version of Python on https://pytorch.org/get-started/locally/,0,0,2,0,['Other']
81908,"`torch.backends.cudnn.flags(enable=True, benchmark=True)` ctx manager does not work after `torch.backends.disable_global_flags()` is executed",0,0,1,3,['Other']
81902,[FX] `concrete_args` unpacking erroneously carries over type annotations,0,0,0,1,['Other']
81900,403 while installing via pip,0,0,6,2,['Other']
81891,DISABLED test_seqential_batch_workers (__main__.TestDataLoader),146,0,4,4,['Other']
81871,[ONNX] `Unfold` operator unsupported when exporting to ONNX,95,0,5,3,['Other']
81869,"[ONNX] When converting a Pytorch model (which contains a constant) to onnx, constants are converted with double type",4,0,2,3,['Other']
81829,Trigger pagers after nightly builds fail two nights in a row,11,0,2,2,['Other']
81825,https://conda.anaconda.org/pytorch/win-64/torchaudio-0.12.0-py39_cu116.tar.bz2 returns 403,0,0,1,0,['Other']
81823,unable to install from conda on lts ubuntu server ,0,0,1,0,['Other']
81822,DISABLED test_forward_ad_nn_functional_conv_transpose3d_cuda_float32 (__main__.TestCompositeComplianceCUDA),144,1,7,5,['Critical']
81811,Dr. CI message up top feels ignorable,100,1,3,3,['enhancement']
81810,Improved sorting of the CI workflows in a PR,100,1,2,2,['Other']
81807,Actionlint has false positives,5,1,1,2,['Other']
81799,Pytorch fails to install on Windows with HTTP 403 errors,0,0,1,0,['Other']
81798,403 when trying to get multiple pytorch components,0,0,4,0,['Other']
81774,`test_get_torch_func_signature_exhaustive` fails for all ops that take TensorOptions,17,1,2,1,['Other']
81769,Documentation on c10d is expected,15,0,5,2,['Documentation']
81760,pytorch conda repo broke today,0,0,17,3,['Critical']
81758,PyTorch 1.12 already initializes CUDA with `import torch`,0,0,2,3,['Critical']
81710,Provide an additional constructor for `torch::lazy::Shape` to accept dynamic bits,2,1,1,2,['Other']
81704,"init_process_group connects but hangs (Kubeflow pytorch training operator, gloo backend)",0,0,1,0,['Other']
81700,AttributeError: 'Adam' object has no attribute '_warned_capturable_if_run_uncaptured' - when resumed training with state loaded from disk,0,0,4,2,['Bug']
81694,nn.Conv1d result is affected by batch,0,0,2,3,['Other']
81693,Shape inference of custom_domain::custom_op is missing despite setting type and shape via `setType()`,123,1,6,3,['Other']
81690,Conjugate resetting after loading a model,113,1,10,5,['Critical']
81686,Typo in quantization documentation,1,0,1,1,['Documentation']
81685,DISABLED test_serialization_map_location (__main__.TestOldSerialization),149,0,4,4,['Other']
81665,Runtime error using nearest neighbour upsampling on tensor with channels-last memory layout,104,0,6,5,"['Critical', 'Bug']"
81659,nn.Linear on CUDA accepts incorrect input shape,1,0,2,2,['Other']
81645,code example of TORCH.USE_DETERMINISTIC_ALGORITHMS documentation is outdated,7,1,1,4,['Documentation']
81634,Simple LSTM ~260x slower on AMD CPU vs Intel CPU,4,0,3,4,['Other']
81633,Reconsider allowing negative learning rates in torch.optim.SGD (and others),32,0,9,3,['enhancement']
81627,Modifying the source code,0,0,4,0,['Other']
81626,DISABLED test_profiler (test_jit.TestJit),192,0,4,3,['Other']
81618,Functionalization failed when using tensor constructor and out variants.,1,1,0,0,['Other']
81613,ios-12-5-1-x86-64 / Run Simulator tests does not run tests against commit in question,8,1,4,4,"['Question', 'Critical']"
81610,M1 MPS memory leak.,8,2,1,2,['Other']
81607,"Debugging fake tensor mode + proxy tensor mode is a pain, print doesn't work",36,1,1,2,['Bug']
81597,WeakTensorMap as part of stdlib,165,0,13,2,['Other']
81584,binary_cross_entropy crashes when data on mps,3,0,4,1,['Critical']
81567,"Macbook M1 GPU support ""mps"" results in wrong (random) conversion when casting a tensor to LongTensor type.",4,1,1,3,['Bug']
81566,[ONNX] Improve quantization error message,68,1,0,3,['Bug']
81557,Bugs about permute function using MPS,25,1,5,3,['Bug']
81551,The operator adaptive_avg_pool2d is not supported when torch is converted to onnx. Is there a fix in that version?,123,0,2,3,['Other']
81549,torch.cuda.is_available() return False（Try multiple versions）,7,0,4,2,['Other']
81542,A100 -->CUDA initialization: Unexpected error from cudaGetDeviceCount(),0,0,1,0,['Other']
81511,ImportError: TensorBoard logging requires TensorBoard version 1.15 or above,0,0,1,0,['Other']
81468,Failed to build from source - Failed at FbgemmBfloat16ConvertAvx512.cc.o,0,0,1,0,['Other']
81467,[CheckpointWrapper] Rename `apply_activation_checkpointing_wrapper()`?,78,2,1,3,['Other']
81457,test_functionalization.py flaky under torchdynamo,19,1,0,3,['Other']
81423,[LTC] Missing header `ltc_ops.h`,0,0,1,0,['Other']
81415,`CHECK_*` macro signatures break downstream pytorch/xla build,12,0,10,2,['Other']
81409,Segmentation fault is raised when torch._C._nn.adaptive_avg_pool2d is called with some parameters,91,0,2,3,['Critical']
81406,Docs: docstring gives wrong default arge for mode on FileOpenerIterDataPipe,2,0,0,2,['Other']
81395,How to Do Semi-Asynchronous or Asynchronous Training with Pytorch,0,0,1,0,['Other']
81393,Recent PR added -Werror=non-virtual-dtor make build failed,0,0,2,2,['Bug']
81389,DISABLED test_terminate_exit (__main__.ForkTest),154,0,4,4,['Other']
81387,"Unhandled FakeTensor Device Propagation for aten.index_put_.default, found two different devices cuda:0, cpu     ",6,1,2,2,['Other']
81384,Inconsistent results between CPU and MPS on MLP.,0,0,2,0,['Other']
81370,Incorrect type replacement in torch.linspace docs,7,0,0,2,['Other']
81365,Segfault when functionalization tensor wrapping subclass is an output saved for backward,5,1,1,4,"['Critical', 'Bug']"
81350,Trunk + Binary build workflows don't get cancelled when a new commit is pushed,8,0,2,2,['Other']
81336,[ONNX] PR #80074 is skipping a ONNX test,65,1,0,3,['Other']
81329,Use yaml.safe_load to replace yaml.load in the code for security.,9,0,9,2,['Other']
81315,C++ Documentation Missing!,16,0,1,4,['Documentation']
81313,distributed training hanging,5,0,3,1,['Other']
81306,Version 10 training model inference error in version 12,103,0,7,2,['Bug']
81296,Gradient hook is called twice for shared parameter with activation checkpointing,0,0,12,3,['Other']
81294,Circular import error in torchgen.api.types,1,0,3,2,['Bug']
81280,DISABLED test_success_non_blocking (__main__.ForkTest),154,0,5,4,['Other']
81254,Typo in event_shape of TransformedDistribution?,127,0,3,2,['Other']
81234,Guard against reused generators passed to test instantiation decorators,10,0,6,2,['Other']
81223,"Inconsistent in ""EXTENDING PYTORCH"" and ""save_for_backward""",10,1,2,4,['Other']
81222,DISABLED test_mixed_wrappers_valid (__main__.TestFunctionalization),22,0,3,5,['Other']
81221,DISABLED test_simple (__main__.TestFunctionalization),22,0,4,4,['Other']
81220,DISABLED test_everything (__main__.TestFunctionalization),22,0,3,5,['Other']
81218,DISABLED test_reapply_views_simple (__main__.TestFunctionalization),22,0,3,5,['Other']
81219,DISABLED test_multiple_levels_of_wrapping (__main__.TestFunctionalization),17,1,4,5,['Other']
81217,DISABLED test_multi_out (__main__.TestFunctionalization),22,0,3,5,['Other']
81216,DISABLED test_cat (__main__.TestFunctionalization),22,0,3,5,['Other']
81215,DISABLED test_tensor_list_composite (__main__.TestFunctionalization),22,0,3,5,['Other']
81214,DISABLED test_split (__main__.TestFunctionalization),22,0,3,5,['Other']
81212,DISABLED test_simple_out (__main__.TestFunctionalization),22,0,6,4,['Other']
81211,DISABLED test_diagonal (__main__.TestFunctionalization),22,0,3,5,['Other']
81210,DISABLED test_as_strided (__main__.TestFunctionalization),22,0,3,5,['Other']
81209,DISABLED test_resize_smaller (__main__.TestFunctionalization),22,0,3,5,['Other']
81208,DISABLED test_mutable_op_not_inplace_or_other (__main__.TestFunctionalization),22,0,3,5,['Other']
81207,DISABLED test_optional_tensor_list (__main__.TestFunctionalization),22,0,3,5,['Other']
81206,DISABLED test_copy_ (__main__.TestFunctionalization),22,0,3,5,['Other']
81205,DISABLED test_fill_ (__main__.TestFunctionalization),22,0,3,5,['Other']
81204,DISABLED test_inplace_on_non_view (__main__.TestFunctionalization),22,0,3,5,['Other']
81203,DISABLED test_view_inplace (__main__.TestFunctionalization),22,0,3,5,['Other']
81201,DISABLED test_resize_larger_valid (__main__.TestFunctionalization),22,0,3,5,['Other']
81202,DISABLED test_only_one_view (__main__.TestFunctionalization),22,0,3,5,['Other']
81200,DISABLED test_scalars (__main__.TestFunctionalization),22,0,3,5,['Other']
81198,Android build causes compile error with `#include <torch/torch.h>` from v1.12.0 because PadNd.h is not found,91,0,13,4,"['Critical', 'Bug']"
81197,"RuntimeError: values[i]->type()->isSubtypeOf(value_type) INTERNAL ASSERT FAILED at ""/pytorch/torch/csrc/jit/ir/ir.cpp"":1650, please report a bug to PyTorch.",0,0,2,1,['Bug']
81194,Please validate PyTorch converter with ORT 1.12 release candidate.,1,0,2,3,['Other']
81187,The following operation failed in the TorchScript interpreter: torch.masked_fill,12,0,1,1,['Other']
81184,[MPS] Gardening spelling,36,0,2,3,['Minor']
81181,LICENSE file in the wheel package references files that are not included in the wheel,8,0,5,1,['Other']
81180,MPS: Placeholder tensor is empty!,52,1,1,2,['Other']
81178,Building with QNNPACK and FBGEMM disabled misses `packed_params.h` in `qlinear_serialize.cpp`,4,1,2,2,['Other']
81176,RuntimeError: CUDA error: no kernel image is available for execution on the device,2,0,2,0,['Other']
81161,Numpy API: concatenate(),67,0,4,4,['enhancement']
81152,land validation merged PR even though some trunk jobs failed,5,1,1,2,['Other']
81148,Concurrency limits for `ciflow/` triggered jobs are set incorrectly,0,0,4,1,['Other']
81138,hardshrink NaN behavior different in vectorized vs non-vectorized implementation,3,1,1,2,['Other']
81132,Transforms rotate doesn't work on 5D tensor,0,0,2,0,['Other']
81129,Transformer and CPU path with `src_mask` raises error with torch 1.12,7,1,6,4,"['Critical', 'Bug']"
81121,ONNX tests fail after torchvision update,100,2,4,3,['Other']
81118,TorchVision patch for PyTorch 1.12.1 minor release,19,0,1,1,['Minor']
81117,TorchText patch for PyTorch 1.12.1 minor release,19,0,1,2,['Minor']
81111,convolution forward over reverse internal asserts in specific case,2,1,6,4,['Critical']
81106,torchvision.transforms.functional.rgb_to_grayscale() + torch.nn.Conv2d() don`t work on 1080 GPU,5,0,5,3,['Other']
81099,Unable to get operator's information from traced graph node,0,0,0,0,['Other']
81096,[ONNX ] export | tensors spread across devices cuda and cpu,5,0,2,3,['Other']
81090,LayerNorm got wrong answer,2,0,5,2,['Other']
81082,DISABLED test_segfault (__main__.TestDataLoaderPersistentWorkers),160,0,3,4,['Bug']
81077,NaNs in torch.nn.MultiheadAttention output with certain params,67,1,6,2,['Other']
81068,FakeTensor doesn't normalize cuda and cuda:0,14,1,1,2,['Other']
81067,Add a check that tutorials are executing on build ,75,1,1,3,['Other']
81063,JIT Module serialization loses shape information,35,0,1,1,['Other']
81054, y.get_desc().is_nhwc() INTERNAL ASSERT FAILED,122,1,11,4,['Other']
81051,MPS runtime error when indexing from list / tensor,46,0,8,2,['Bug']
81050,[FSDP] Rename `transformer_auto_wrap_policy()`,134,0,2,2,['Other']
81039,CUDA-GCC version mapping for CUDA 11.4 ,29,1,3,4,['Other']
81037,Error Validating Libtorch Pod,26,1,2,2,['Bug']
81034,DISABLED test_partial_workers (__main__.TestDataLoader),161,0,4,4,['Other']
81027,Constraint check failed on parameter probs but not find any invalid values,2,1,5,2,['Other']
81026,torch.utils.bottleneck spams output and crashes,0,0,3,0,['Other']
81018,[primtorch] `torch.masked_fill` ref does not match eager's device promotion semantics.,28,0,3,3,['Other']
81016,pytorchbot revert report an error when reverts succeeds,0,0,1,3,['Bug']
80989,torch.onnx.export prim::Constant type and ONNX Expand input shape constraint not satisfied.,1,0,6,3,['Other']
80983,Copy does not work on empty subclassed tensors,4,1,0,2,['Other']
80979,TensorList Python Binding Encountering C++ TypeError,1,1,3,2,['Bug']
80953,ExpandedWeights fail on Conv3D,13,0,2,2,['Other']
80952,ExpandedWeights fails on LayerNorm if input doesn't require grad,13,0,2,2,['Other']
80949,ddp fails on NCCL,0,0,2,0,['Other']
80948,Weird warning using matrix exp for complex tensors,6,1,8,3,['Critical']
80947,[ONNX] Lossing Dropout layer when export pytorch model to onnx ,0,0,1,0,['Other']
80945,Why `sigmoid_()` do not take effect when applied to a indexed tensor? ,0,0,3,1,['Other']
80934,DISABLED test_comprehensive_linalg_pinv_singular_cuda_complex128 (__main__.TestDecompCUDA),172,0,2,5,['Other']
80933,DISABLED test_reload_jit_extension (__main__.TestCppExtensionJIT),162,0,4,3,['Other']
80931,python setup.py develop error,0,0,1,0,['Other']
80928,forward-over-reverse gives wrong gradgrad for `abs`,1,1,2,2,['Other']
80926,forward-over-reverse gives wrong gradgrad for `Softsign`,1,1,2,3,['Bug']
80924,gradcheck fails for `sgn` in forward-mode,3,0,2,2,['Other']
80923,[mergebot] merge -l double-comments,8,0,2,4,['enhancement']
80911,TorchScript interpreter codegen Failed,5,0,3,2,['Other']
80898,MPS cherry picks for 1.12.1,19,0,4,2,['Other']
80876,"[1.12] os.environ[""CUDA_VISIBLE_DEVICES""] has no effect",0,1,10,4,['Critical']
80872,[FSDP] `clip_grad_norm()` fails in `test_fsdp_core.py`,161,1,2,4,['Other']
80865,Custom TorchScript op causes duplicated TORCH_LIBRARY block,1,0,2,2,['Other']
80858,[composite compliance] torch.clone: not composite compliant for non-contiguous input with requires grad,2,0,3,2,['Other']
80856,Wrong conv2d output after using F.pad + mps,7,0,4,3,['Critical']
80853,"When I tried to use 'torch.nn.MaxUnpool3d', the following error occurred",141,1,4,3,['Bug']
80850,Mps Torch Stack Return Value,10,1,3,3,['Critical']
80848,[ROCm] rocblas.h file not found,20,0,1,2,['Other']
80846,Code not showing in Profiler tutorials,0,0,1,2,['Bug']
80845,Assertion error - _dl_shared_seed_recv_cnt - pt 1.12 - multi node,3,0,10,3,['Bug']
80844,MPS device neural net in validation gives the same results after n-th batch element,34,1,4,2,['Other']
80839,Reverse mode gives wrong gradient for `init.constant_`,3,0,1,4,['Other']
80838,BF16 didn't get speed up on A100,0,0,0,0,['Other']
80837,"Got ""RuntimeError: y.get_desc().is_nhwc() INTERNAL ASSERT FAILED""  while applying conv2d over a transposed tensor",106,1,2,2,['Bug']
80834,[ONNX] Missing support opset 17 operators,73,0,7,5,['Other']
80831,Pytorch 1.12.0 AttributeError: 'Adam' object has no attribute '_warned_capturable_if_run_uncaptured',1,0,5,4,"['Critical', 'Bug']"
80809,"assert not step_t.is_cuda, ""If capturable=False, state_steps should not be CUDA tensors.",0,0,13,0,['Other']
80802,Segmentation fault (core dumped),2,0,5,4,['Critical']
80800,MPS RuntimeError: view size is not compatible with input tensor's size and stride,88,1,8,2,['Bug']
80798,pytorchbot merge does not report an error when the merge workflow times out,128,1,4,3,['Bug']
80795,torch.arctan2() returns wrong value,8,0,6,5,['Critical']
80794,CTCloss suddenly appears nan,16,0,1,2,['Other']
80786,`torch.nn.functional.interpolate` parameter size for `scale_factor`,2,0,0,4,['Other']
80784,Operation 'abs_out_mps()' does not support input type 'int64' in MPS backend.,6,0,8,2,['Other']
80783,torch.onnx.export() error on ELU,0,0,1,0,['Other']
80779,Affine Grid,2,0,5,5,['Other']
80778,Running pytorch on Node js server is undiscribed.,1,0,1,0,['Other']
80772,c10d connectivity issues with Torchx,16,0,9,2,['Other']
80770,`xlogy` returns wrong gradient when `input` is 0,48,0,22,4,['Other']
80769,DISABLED test_worker_seed (__main__.TestDataLoader),166,0,4,4,['Other']
80766,Convolution overrideable missed transposed parameter,3,0,3,7,['Critical']
80764,Multiarch docker image,46,1,9,4,['enhancement']
80763,`acosh` has an incorrect complex derivative,3,0,4,3,['Other']
80757,DISABLED test_chain_iterable_style_dataset (__main__.TestDataLoaderPersistentWorkers),166,0,4,4,['Other']
80754,Fused graph module produced by CapabilityBasedPartitioner don't print their inner fusion groups,19,0,4,3,['Other']
80745,vision hash update failing,13,1,3,3,['Other']
80735,Commit 32fbeb1 introduced 7-10x slowdown for th.inverse on large batch matrices.,18,0,7,5,['Critical']
80733,share_memory() on CUDA tensors no longer no-ops and instead crashes in version 1.12.0,4,1,1,3,['Critical']
80732,[MPS] AdaptiveAvgPool2D doesn't accept input spatial size smaller than output shape,74,1,2,3,['Other']
80638,multiprocessing init_process_group based on gloo fails on Windows,48,0,3,3,['Other']
80635,MergeBot does not preserve authorship,0,1,4,4,"['Critical', 'enhancement']"
80637,PyTorch 1.12 cu113 wheels cudnn discoverability issue,11,1,8,2,['Other']
80599,PyTorch 1.12.0 weight_norm is not working with float16,0,0,3,8,['Critical']
80598,NotImplementedError: The operator 'aten::l1_loss_backward.grad_input' is not current implemented for the MPS device. ,4,0,2,2,['Bug']
80592,Illustration of LeakyReLU is wrong,7,0,3,2,['Other']
80589,`arange` returns incorrect results for certain values,6,1,2,3,['Other']
80576,Nvidia Jetson Xavier - fails to load image Python extension and Couldn't load custom C++ ops when drawing bounding boxes,3,0,5,2,['Other']
80569,[PyTorch 1.12] New release breaks `torch.nn.weight_norm` backwards pass and breaks all Wav2Vec2 implementations,7,1,44,5,['Critical']
80568,"Missed ""break"" statements in IListRef.h (line 385, 387, 399, 401) in IListRefIterator constructor and destructor",0,0,4,2,['Other']
80542,Support layout conversions via `Tensor.to(...)`,193,1,14,4,['enhancement']
80529,ROCm periodic jobs are timing out,29,0,4,2,['Other']
80527,[LTC] Add `Use` struct to track `Node` usage,0,0,2,0,['Other']
80524,Testing is slow due to GitHub outage,0,0,0,1,['Other']
80517,inference using wav2letter AM,0,0,1,0,['Other']
80508,`torch.ops.aten.where` failed to run with scalar inputs,1,1,2,4,['Critical']
80507,Forward AD mismatched stride when size = 0 becomes mismatched storage offset after slice,12,0,7,2,['Other']
80506,conflicts when installing pytorch on miniconda arm,0,0,2,0,['Other']
80505,C++ documentation: link to full API docs disappeared,21,0,6,4,"['Documentation', 'Critical']"
80500,[ONNX] Exported model errors when executed with onnxruntime,139,0,3,3,['Bug']
80499,"std() is incorrect on ""mps"" backend",1,0,1,3,['Other']
80493,DataLoader runs out of memory when `batch_size` >> `len(dataset)`  ,1,0,4,2,['Other']
80490,id() of buffer changes after model.to(),0,0,2,2,['Other']
80489,"CPU-only c++ extension libraries (functorch, torchtext) built against PyTorch wheels are not fully compatible with PyTorch wheels",13,0,15,5,['Critical']
80483,torch.arange for torch.float16,1,0,7,3,['Other']
80454,Functional version of torch.nn.LSTM -> torch.nn.functional.LSTM,29,0,11,3,['enhancement']
80441,torch.linalg.lstsq has confusing syntax highlighting in example,139,0,4,5,['Other']
80437,[RFC] Adding custom Metal kernel for mps ops requiring high performance,55,0,2,4,['enhancement']
80433,Fix the import of `Parameter` in `torch.nn.__init__.py`,8,0,1,3,['Other']
80430,**torch.load() requires model module in the same folder**  pytorch/pytorch#3678,0,0,0,0,['Other']
80426,Error while exporting traced torchscript model to tensorRT using torch_tensorrt,6,0,5,1,['Bug']
80413,DISABLED test_backward_T_cuda_float32 (__main__.TestCompositeComplianceCUDA),167,0,2,5,['Other']
80412,Cannot initialise torch.optim modules in torchscript,0,0,2,1,['Other']
80409,DISABLED test_fq_module_per_tensor (quantization.core.test_workflow_ops.TestFakeQuantizeOps),171,0,4,3,['Other']
80379,"[ONNX] ""Mostly allclose"" decorator for flaky test cases",83,1,2,3,['Other']
80373,test_shape_ops failed due to OOM on system with SRAM <=64G,2,0,2,3,['Other']
80361,Backwards compatibility job is frequently broken on unrelated PRs,15,1,0,2,['Other']
80343,Logging tensor may not log some kwargs as well as it should,0,0,2,0,['Other']
80317,DISABLED test_gradcheck_forward_ad_respects_requires_grad (__main__.TestAutograd),1,0,3,2,['Other']
80314,gradcheck jobs have multiple issues,38,0,18,7,['Critical']
80312,Linux docs are ooming intermittently,0,0,3,4,['Critical']
80310,Slow training of Efficientnet when updated to pytorch 1.10 from 1.8,1,0,3,5,['Bug']
80307,unable to save the model in TorchScript format?,25,0,1,1,['Other']
80306,LSTM Output Transposed w/MPS on 1.13 nightly build,10,1,7,2,['Other']
80304,Brevitas Trained Model Does Not Get Exported To ONNX,142,0,3,3,['Other']
80300,[ONNX] Only prim ops are allowed to not have a registered operator but aten::mul doesn't have one either,142,0,3,3,['Other']
80298,"If use Pandas and utils weight_norm, restarted Jupyter on Apple Silicon preview PyTorch",4,1,3,2,['Other']
80291,SequentialLR can raise bug when using pytorch_lightning,1,0,2,2,['Bug']
80290,Support LBFGS closures in torchscript,2,0,1,1,['Other']
80288,Bug with MPS at::native::prepare_matrices_for_broadcasting c10::Error: tensors must be 2-D,19,1,0,2,['Bug']
80287,Remove @infernece_mode from nested tensor tests,79,0,1,2,['Other']
80285,Bug in MPS permute for uint8,58,0,6,3,['Bug']
80281,Pytorch modeling with javascript,1,0,3,1,['Other']
80278,MPS strange warning,5,0,5,2,['Other']
80275,Inconsistent behavior and false warning for complex dtype `backward`,4,1,7,4,['Critical']
80249,DISABLED test_worker_seed_reproducibility (__main__.TestDataLoader),173,0,4,4,['Other']
80247,`ModuleInfo` skip logic is incorrect,13,0,0,3,['Other']
80246,Change the naming of pg/process_group to self,12,1,0,1,['Other']
80243,Change AllReduceCommHook to accept an instrusive_ptr,12,1,0,1,['Other']
80225,Hj,0,0,1,0,['Other']
80212,"Docker build fails with `no cmake or cmake3 with version >= 3.13.0 found""`",0,0,2,3,['Other']
80205,`rrelu` gives wrong gradient on cuda for particular inputs,11,0,0,5,['Critical']
80202,Sequential equivalence for RNG,11,0,3,3,['enhancement']
80201,trymerge workflow should do a better job showing progress,126,1,2,3,['Other']
80192,MPS incorrect behavior of torch.nn.functional.pad,18,0,3,5,['Other']
80165,[MPS] segmentation fault when multiplying two scalar tensors,5,0,7,3,['Other']
80158,Backpropagation not working on KL divergence loss function due to data type mismatch,11,1,2,4,['Other']
80155,Mask+Index Assignment Broken,2,0,3,2,['Other']
80153,Change `@pytorchbot merge` merged failed to Matched rule superuser to include all users,216,1,3,3,['Other']
80150,jit does not correctly script python enumerate ,6,0,1,1,['Other']
80141,rpc_init always enables CUDA if it's available,14,1,5,3,['Other']
80137,[torch::deploy] Cache line optimization in LoaderBalancer has negative effect to performance,21,0,7,3,['Other']
80133,Conversion of finetuned resnet50 (pytorch) to onnx (not the same results),144,1,9,3,['Other']
80130,ArrayRef length issue when export wav2vec model to onnx,1,0,1,1,['Other']
80129,create input tensor on GPU device takes extremely long time when inferencing with transformer models,4,0,2,2,['Other']
80127, an error happened in prediction on Android phone with torch mobile,0,0,2,0,['Other']
80125,DISABLED test_utils_compute_queue_depth (__main__.TestProfiler),1,1,2,3,['Other']
80119,The use of validation dataloader changes the train dataloader ,0,0,6,2,['Other']
80096,mergebot should notify of failure as soon as any required status fails,4,1,1,3,['Critical']
80079,Interpretation of torch.* functions to use primTorch refs in torch._refs fails for composition of nn.functional calls,2,0,0,2,['Other']
80062,Extra pings from mergebot when PR is closed are annoyng,0,0,0,0,['Other']
80047,Inference result is different between Pytorch and ONNX model when using an efficientnet architecture,146,0,2,3,['Other']
80041,nn.init will give different result if a tensor is contiguous,0,0,2,0,['Other']
80040,DataLoader traverse function doesn't work with `DataPipe` that is unhashable,25,0,2,2,['Other']
80039,[ONNX] Increase coverage of quantization operators,121,2,2,3,['Other']
80038,[ONNX] Remove spammy warnings,84,0,1,3,['Other']
80037,[ONNX] Fix test_pytorch_onnx_onnxruntime_cuda.py,69,1,0,3,['Other']
80034,XLA builds frequently fail during `download_and_install` step,47,1,17,4,['Other']
80029,PyTorch model converted to ONNX generates scatterNDupdate layers,146,0,5,4,['Other']
80027,`torch.matmul` does not work properly with tensor indexing,0,0,2,0,['Other']
80020,canUse32BitIndexMath not working properly in Conv2D layer,0,0,1,0,['Other']
80018,`USE_PRECOMPILED_HEADERS` is not supported on Apple M1,6,0,6,2,['Other']
80009,bug in mps tensor type conversion (uint8 -> float32),1,1,4,2,['Bug']
80006,mps bug in Sclising,14,0,5,2,['Bug']
80004,torch.ops.aten.stride doesn't have a default overload,145,0,5,2,['Other']
79992,[ci] Linux Docs is Running out of Memory (exit code 137),6,1,6,4,['Critical']
79963,Linkage of `void Lint(const AliasDb* db)` is internal,29,0,3,1,['Other']
79953,torch.argmin and torch.argmax behavior is not aligned with its documentation,0,0,1,0,['Other']
79951,Export to ONNX failure with mismatched devices,121,0,11,3,['Other']
79938,Implement ReLU for meta Tensor,4,0,6,4,['Other']
79934,Problems with inconsistencies in assignment operations,0,0,1,4,['Other']
79933,[Bug] D2H copy with a different dtype is pageable even with non_blocking=True,22,0,8,3,['Bug']
79914,mul_out_sparse_cuda creates invalid CUDA configuration arguments,7,1,1,2,['Other']
79907,"PR can not be merged/reverted, CircleCI jobs are not schedueld",0,0,2,2,['Other']
79892,Delete internal php code for viable/strict promotion,31,0,3,3,['Other']
79887,[FSDP] activation checkpointing errs out on T5 HF model,18,2,3,3,['Other']
79876,Change documentation to reflect CUDA 11.6 wheels inclusion ,7,0,2,4,"['Documentation', 'Critical']"
79871,"[bazel] cpp fronted `nn.linear->to(int)` throws exception, but Cmake tests pass",1,0,2,3,['Other']
79870,Error using JIT with internal pytorch function dataloader.py,1,0,1,2,['Bug']
79862,[QAT][quant] QAT training can't converge,105,1,6,2,['Other']
